PL_Code,Description,Active_Months,Months_With_Demand,Months_Without_Demand,Mean_Monthly_Demand,Demand_Variance,Std_Deviation,CV,CV2,ADI,Intermittency_Pct,Demand_Class
567913440150,DC-DC Convertor 2V-12V/5AMPS Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
567913440162,Status Monitoring Panel (ASM) Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
567914940040,DC-DC converter cabinet with 4 nos 24-32v/10A converters and ultimate capacity to accommodate 6 nos....,42,10,32,0.6667,2.4228,1.5565,2.3348,0.5051,4.2,76.19,Lumpy
567917930020,Power Supply arrangement for Electronic Interlocking System at station Consisting of 16 Nos DC-DC Co....,30,1,29,0.0333,0.0333,0.1826,5.4772,0.0,30.0,96.67,Intermittent
567918190044,Relay QL1 (11F/4B) With Accessories,34,14,20,5.2353,114.4278,10.6971,2.0433,1.0803,2.4286,58.82,Lumpy
567919200197,"HBL make Inverter (INV) module of 110V DC/ 230V AC, 2 KVA capacity with all fittings and wiring to ....",29,1,28,0.1034,0.3103,0.5571,5.3852,0.0,29.0,96.55,Intermittent
567919520027,"CPU Card , F486-41 for Kyosan make EI",31,1,30,0.0968,0.2903,0.5388,5.5678,0.0,31.0,96.77,Intermittent
567919640033,Alteration in existing El at Mundiyappakkam (MYP) station (M/S Hitachi make) Schedule included 1. ML....,8,1,7,0.125,0.125,0.3536,2.8284,0.0,8.0,87.5,Intermittent
567919890025,110V/20Amps SMR module of M/s. Statcon make IPS conforming to RDSO/SPN/165/2012 (version3.0) or late....,21,2,19,0.1429,0.2286,0.4781,3.3466,0.1111,10.5,90.48,Intermittent
567921160020,Modular Power Supply arrangement for Maintenance VDU and Embedded PC. This shall typically consists ....,18,4,14,0.3889,0.7222,0.8498,2.1853,0.2245,4.5,77.78,Intermittent
567921890045,Point Test Gauge 1.6/5mm WS/PTJ Make,32,10,22,2.4375,19.6734,4.4355,1.8197,0.3149,3.2,68.75,Intermittent
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),31,18,13,3.871,40.6495,6.3757,1.6471,1.105,1.7222,41.94,Lumpy
567924600080,"Ether-net Interface, FETH",5,1,4,0.6,1.8,1.3416,2.2361,0.0,5.0,80.0,Intermittent
567928010026,Field IOT Devices with Basic Functioning of capturing the parameters from the field gears like DC tr....,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
567928020020,Non intrusive type current sensors Variant : 0-1 Amp DC/0-10 Amp DC /0-1A AC as per RDSO/RDPM/FRS/20....,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
569001120070,Earthing arrangements for MSDAC Hut as per RDSO specifications RDSO/SPN/197/2016 and RDSO Lr .No STS....,32,6,26,0.5625,2.5766,1.6052,2.8537,0.6667,5.3333,81.25,Lumpy
569001220027,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT (Style T1 21) BOMBARDIER MAKE A""FREQUENCY-RDSO SPECNO. RDS....",52,4,48,0.0962,0.1278,0.3575,3.7183,0.12,13.0,92.31,Intermittent
569001230021,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE B""FREQUENCY, RDSO SPEC....",52,3,49,0.0962,0.167,0.4087,4.2506,0.08,17.3333,94.23,Intermittent
569001230033,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE C"" FREQUENCY RDSO SPEC....",52,4,48,0.0962,0.1278,0.3575,3.7183,0.12,13.0,92.31,Intermittent
569001240026,"ABB AFTC Transmitter E"" Frequency",51,1,50,0.0196,0.0196,0.14,7.1414,0.0,51.0,98.04,Intermittent
569001250020,"AUDIO FREQUENCY TRACK CIRCUIT TUNING UNIT STYLE (Style T1 21) BOMBARDIER MAKE D"" FREQUENCY, RDSO SPE....",52,3,49,0.0962,0.2063,0.4542,4.7232,0.32,17.3333,94.23,Intermittent
569001340057,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F8 ALSTOM MAKE",45,1,44,0.0667,0.2,0.4472,6.7082,0.0,45.0,97.78,Intermittent
569001340069,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F9 ALSTOM MAKE",45,1,44,0.0667,0.2,0.4472,6.7082,0.0,45.0,97.78,Intermittent
569001340070,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F10 ALSTOM MAKE",45,1,44,0.0667,0.2,0.4472,6.7082,0.0,45.0,97.78,Intermittent
569001340082,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F11 ALSTOM MAKE",45,1,44,0.0667,0.2,0.4472,6.7082,0.0,45.0,97.78,Intermittent
569001340094,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F12 ALSTOM MAKE",45,1,44,0.0667,0.2,0.4472,6.7082,0.0,45.0,97.78,Intermittent
569001370025,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F9 WITH OUT FRP BOX AS PER RDSO/SPN/146/20....,48,1,47,0.1042,0.5208,0.7217,6.9282,0.0,48.0,97.92,Intermittent
569001370037,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F7-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,1,47,0.1042,0.5208,0.7217,6.9282,0.0,48.0,97.92,Intermittent
569001370049,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F9-F11 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,1,47,0.1042,0.5208,0.7217,6.9282,0.0,48.0,97.92,Intermittent
569001370050,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F10 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,2,46,0.1042,0.3506,0.5921,5.6845,0.36,24.0,95.83,Intermittent
569001370062,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F8-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/2....,48,2,46,0.1042,0.3506,0.5921,5.6845,0.36,24.0,95.83,Intermittent
569001370074,DTC-921 ALSTOM AFTC TUNING UNIT PCB ASSEMBLY FREQUENCY F10-F12 WITH OUT FRP BOX AS PER RDSO/SPN/146/....,48,2,46,0.1042,0.3506,0.5921,5.6845,0.36,24.0,95.83,Intermittent
569001370086,"TX-RX MODULE FOR DIGI CODE DTC-921 HF AFTC MODULE, FREQUENCY F7 ALSTOM MAKE",45,1,44,0.0667,0.2,0.4472,6.7082,0.0,45.0,97.78,Intermittent
569001520060,"ABB AFTC Transmitter  F"" frequency",50,1,49,0.02,0.02,0.1414,7.0711,0.0,50.0,98.0,Intermittent
569001520072,"ABB AFTC Transmitter G"" Frequency",50,1,49,0.02,0.02,0.1414,7.0711,0.0,50.0,98.0,Intermittent
569001520084,"ABB AFTC Transmitter H"" Frequency",50,1,49,0.02,0.02,0.1414,7.0711,0.0,50.0,98.0,Intermittent
569001570026,Siemens AFTC Relay Drive Module B36-A3 as per RDSO SPN/146/2001,52,5,47,0.1154,0.1433,0.3785,3.2806,0.1111,10.4,90.38,Intermittent
569001570063,Siemens AFTC Receiver - I Module B33 - B5,47,4,43,0.1489,0.3034,0.5508,3.6985,0.2245,11.75,91.49,Intermittent
569001580056,Siemens AFTC Power Supply Unit (PSU),43,3,40,0.1395,0.2658,0.5155,3.6947,0.0,14.3333,93.02,Intermittent
569001620066,Siemens AFTC Transmitter B30-A4,43,4,39,0.5116,8.3987,2.898,5.6644,2.0083,10.75,90.7,Lumpy
569001620078,Siemens AFTC Demodulator B35-A3,43,4,39,0.186,0.6312,0.7945,4.2704,0.75,10.75,90.7,Lumpy
569001890021,Siemens  Alpha Bond  9 Mtrs,50,5,45,0.18,0.4363,0.6606,3.6697,0.4198,10.0,90.0,Intermittent
569001890033,Siemens AFTC Receiver I Module (F9) B33-B9,43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
569001890045,Siemens AFTC Tuning Unit - RX (F11) D13- B27,43,2,41,0.0465,0.0454,0.2131,4.5813,0.0,21.5,95.35,Intermittent
569001890057,Siemens AFTC Tuning Unit - TX (F8) D10- B24,43,3,40,0.093,0.134,0.3661,3.9351,0.125,14.3333,93.02,Intermittent
569001930020,"Siemens  S ""Bond  21 mtrs.",54,20,34,0.9815,2.4713,1.5721,1.6017,0.303,2.7,62.96,Intermittent
569001970028,"Alstom S"" Bond  23.7 Mtrs Long",52,6,46,0.3462,1.6425,1.2816,3.7024,0.6667,8.6667,88.46,Lumpy
569002040021,ALSTOM AFTC SHORT BOND 3.1 Mtrs,36,1,35,1.1111,44.4444,6.6667,6.0,0.0,36.0,97.22,Intermittent
569002491213,DC DC CONVERTER (GALLANT) 110/24/10A,7,3,4,7.0,87.6667,9.363,1.3376,0.0858,2.3333,57.14,Intermittent
569003010073,FIRE ALARM ANALOGUE CONTROLLER FOR LHS CABLE AS PER RDSO/SPN/217/2018/ Ver - 2,54,8,46,2.2222,91.0063,9.5397,4.2929,1.8278,6.75,85.19,Lumpy
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/217/2018-VER....,54,7,47,2.2222,93.4214,9.6655,4.3495,1.5365,7.7143,87.04,Lumpy
569003010103,FIRE ALARM MULTI SENSOR DETECTOR DUAL OPTICAL/THERMAL WITH ROTARIES AND BACK BOXES INCLUDING BASE,52,2,50,2.1923,129.1388,11.3639,5.1835,0.052,26.0,96.15,Intermittent
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",10,2,8,0.8,3.7333,1.9322,2.4152,0.25,5.0,80.0,Intermittent
569003011545,Power Supply Card for Fire Alarm make Notofire,5,1,4,0.2,0.2,0.4472,2.2361,0.0,5.0,80.0,Intermittent
569003030023,FIRE ALARM FIRE SURVIVAL INTEGRITY CABLE 2C X 1.5 SQMM UNARMOURED AS PER RDSO/SPN/217/2018-VER 2.0,54,10,44,498.0741,3366252.9001,1834.7351,3.6837,1.6515,5.4,81.48,Lumpy
569003030035,FIRE ALARM FIRE SURVIVAL INTERGRITY CABLE 2CX1.5SQMM ARMORED AS PER RDSO/SPN/217/2018 VER -2  OR LAT....,53,3,50,218.4528,1102977.0218,1050.2271,4.8076,0.3402,17.6667,94.34,Intermittent
569003031210,CPU Card for Fire alarm make Notofire,5,1,4,0.2,0.2,0.4472,2.2361,0.0,5.0,80.0,Intermittent
569003510057,FIRE ALARM CONTROL MODULE WITH BACKBOX WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2.0,54,10,44,3.7778,281.4214,16.7756,4.4406,2.7692,5.4,81.48,Lumpy
569003520038,FIRE ALARM EOL AS PER RDSO/SPN/217/2018/VER - 2,54,7,47,2.1852,88.833,9.4251,4.3132,1.4966,7.7143,87.04,Lumpy
569003530032,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 VER - 2.0,54,9,45,3.6667,221.7358,14.8908,4.0611,1.8646,6.0,83.33,Lumpy
569003530044,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING WITH CONTROL PANEL AS PER RDSO/SPN/217/2018-VER 3.0 ....,54,7,47,2.1111,82.2138,9.0672,4.295,1.4766,7.7143,87.04,Lumpy
569003540050,FIRE ALARM HEAT AND SMOKE MULTI SENSOR AS PER RDSO /SPN/217/2018 VER-2.0,54,13,41,26.4259,11606.551,107.7337,4.0768,3.1679,4.1538,75.93,Lumpy
569003550031,FIRE ALARM PROBE TYPE BI-METALIC FIXED TEMPERATURE HEAT DETECTOR AS PER RDSO/SPN/217/2018 VER 2.0,54,4,50,0.7963,17.5615,4.1906,5.2627,1.0876,13.5,92.59,Lumpy
569003560048,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES AS PER RDSO/SPN/217/2018-VER 2.0,54,7,47,2.1296,82.2282,9.068,4.258,1.4364,7.7143,87.04,Lumpy
569003570030,FIRE ALARM UV/IR FLAME DETECTOR AS PER RDSO/SPN/217/2018/Ver - 2,54,5,49,0.7037,14.9294,3.8639,5.4907,1.8324,10.8,90.74,Lumpy
569003580035,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2,54,11,43,3.6852,135.7669,11.6519,3.1618,1.2024,4.9091,79.63,Lumpy
569003780024,TRAIN SHUNT METER (BYCULLA),47,1,46,0.0213,0.0213,0.1459,6.8557,0.0,47.0,97.87,Intermittent
569003800047,Drill Bit 8 mm,14,2,12,11.7857,906.1813,30.1028,2.5542,0.0083,7.0,85.71,Intermittent
569004330087,Flat cable set UFSBI as per specification No. IRS:S-105/2012 Ver. 0 or latest. (DELTRON Make),8,0,8,0.0,0.0,0.0,,,,100.0,Dead
569004570074,Weather proof Rain protection cover for 2 Aspect IRS Type CLS unit,9,2,7,55.5556,23709.0278,153.9774,2.7716,0.7396,4.5,77.78,Lumpy
569005120027,FIRE ALARM FAULT ISOLATOR WITH BACK BOX AS PER RDSO/SPN/217/2018-VER 2.0,54,6,48,7.4074,1165.6799,34.1421,4.6092,1.4279,9.0,88.89,Lumpy
569005440022,ELB Aluminium Booms of Sizes (PTJ Design),54,16,38,0.9815,3.7166,1.9279,1.9642,0.4183,3.375,70.37,Intermittent
569005530114,Drill Bit Tungston 6 mm,14,3,11,7.8571,341.2088,18.4718,2.351,0.314,4.6667,78.57,Intermittent
569006600033,SM SLIDE CONTACT,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
569006940154,GDT card suitable for Efftronics make RTU system as per Spec: IRS:S-99/2006 (Amdt-3),25,2,23,0.28,1.1267,1.0614,3.7909,0.1837,12.5,92.0,Intermittent
569006970020,Lightning Arrestor,15,1,14,0.4,2.4,1.5492,3.873,0.0,15.0,93.33,Intermittent
569007720034,Siemens AFTC Amplifier Filter Module(F7) B40-B7,43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
569007730052,Siemens AFTC Amplifier Filter Module(F5) B40-B5,43,2,41,0.0698,0.1141,0.3377,4.8409,0.1111,21.5,95.35,Intermittent
569007730064,Siemens AFTC Amplifier Module B41 - A1,43,2,41,0.186,1.155,1.0747,5.7767,0.5625,21.5,95.35,Lumpy
569007780031,Alstom Alfa Bond 23.1 Mtrs Long,44,3,41,0.2045,0.6316,0.7947,3.8854,0.0741,14.6667,93.18,Intermittent
569007780043,Alstom Alfa Bond 22.5 Mtrs Long,40,1,39,0.075,0.225,0.4743,6.3246,0.0,40.0,97.5,Intermittent
569012720211,IOT device for sensing 110V DC Battery bank parameters including current and voltage transducers as ....,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
569016620028,END Plates for Modular Terminal Block,40,6,34,2.525,41.6917,6.4569,2.5572,0.1064,6.6667,85.0,Intermittent
569018890023,SIEMENS Electronic Interlocking Card VPIM Protection Filter Module (VPIM PFM),10,2,8,0.6,1.8222,1.3499,2.2498,0.1111,5.0,80.0,Intermittent
569018900028,SIEMENS Electronic Interlocking Card VROM Protection Filter Module (VROM PFM),10,2,8,0.6,1.8222,1.3499,2.2498,0.1111,5.0,80.0,Intermittent
569020420026,All Gear Mechanism with crank handle for ELB Gate,43,4,39,0.1163,0.1528,0.3909,3.362,0.12,10.75,90.7,Intermittent
569020690029,DIN Channel for the Terminal,40,10,30,5.875,163.9583,12.8046,2.1795,0.4079,4.0,75.0,Intermittent
569024350020,Shorting Link Insulated Grey in Color,40,3,37,2.1,71.3744,8.4483,4.023,0.2585,13.3333,92.5,Intermittent
569027490034,Surge Protection Devicesfor Data Lines for SSBPAC (2 Nos) tosuit RDSO/SPN/175/2005 or Latest.,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
569033660057,10% of essential spares for Indoor/Outdoor equipment of MSDAC (Frauscher Make) Supplied in NS1 consi....,9,0,9,0.0,0.0,0.0,,,,100.0,Dead
569034910045,"ALTPRO MSDAC Wheel sensor ZK24-2 with 10 mtr cable & cable protection tube, Part No. AP215595 as per....",26,4,22,1.1923,9.4415,3.0727,2.5771,0.1363,6.5,84.62,Intermittent
569034910069,Cable Protection Tube (Altpro Make),20,1,19,42.6,36295.2,190.513,4.4721,0.0,20.0,95.0,Intermittent
569034910070,Micro Processor Unit (MPU) Altpro make,20,2,18,1.45,39.1026,6.2532,4.3126,0.8668,10.0,90.0,Lumpy
569044770013,Announciator 8 way,27,2,25,0.1111,0.1795,0.4237,3.8129,0.1111,13.5,92.59,Intermittent
569049130038,Station gateway equipment system with Edge Computing to receive data fromvarious IOT Devices in fie....,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
569060390045,Weather proof Rain protection cover for 4 Aspect IRS Type CLS unit,9,1,8,55.5556,27777.7778,166.6667,3.0,0.0,9.0,88.89,Intermittent
569068510027,"LRS i5/8GB/256GB SSD/Windows10/Intel Integrated Graphics, 32inch Display of Reputated Make & UPS 60....",4,0,4,0.0,0.0,0.0,,,,100.0,Dead
569069000033,FRAUSCHER make MSDAC Board Rack BGT 0784 TE -17390,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
569070440021,Three point safety Nut with bolt and socket for ground connection 220mm stroke,14,4,10,1.0714,10.0714,3.1736,2.962,1.6133,3.5,71.43,Lumpy
569070440033,Three Point Safety nut with bolt and socket for Ground Connection 220mm Stroke 1)Multi Point Trunca....,14,11,3,31.9286,1738.3791,41.6939,1.3058,1.0298,1.2727,21.43,Erratic
569804430131,Integrated Power Supply system as per RDSO specification RDSO/SPN/165/2012 Ver 3.0 or latest,3,1,2,0.6667,1.3333,1.1547,1.7321,0.0,3.0,66.67,Intermittent
56982252,INSULATION FOR STRETCHER BAR AS PER SPECIFICATION IRS.S.40-84 (Complete Set),54,40,14,121.5556,81081.2327,284.7477,2.3425,3.7302,1.35,25.93,Lumpy
569839060113,"SEALED MAINTENANCE FREE VRLA BATTERY SET OF 60 CELLS (STACKABLE), IN COMBINATION OF 55+5 CELLS FOR S....",46,4,42,0.2609,0.8638,0.9294,3.5627,0.1667,11.5,91.3,Intermittent
569839060125,"VRLA Batteries 110V(2V X 55 No. of Cells)120AH, Stackable Single Cell Type with Suitable Housing Tra....",52,9,43,0.4038,1.2259,1.1072,2.7416,0.449,5.7778,82.69,Intermittent
569839060332,"Sealed Maintenance Free VRLA Battery Set Of 60 Cells (Stackable), In Combination Of 55+5 Cells, Each....",31,1,30,0.0968,0.2903,0.5388,5.5678,0.0,31.0,96.77,Intermittent
56985800,ELECTRONIC FAIL SAFE TIMER 60 SECONDS,52,10,42,4.8846,385.9864,19.6465,4.0221,2.2435,5.2,80.77,Lumpy
56986130,RELAY STYLE QBAT (2F-2B) AC TRACK,52,25,27,7.75,167.1324,12.928,1.6681,0.7929,2.08,51.92,Lumpy
569894370025,Aluminium Boom 9.76 Mtrs for Lifting Barrier Gate,45,10,35,0.4444,0.8889,0.9428,2.1213,0.2,4.5,77.78,Intermittent
569894550039,"GLASS FUSE LINKS OF 400MA,1.6A,2A,4A,6.3A & 10A CAPACITY",32,4,28,7.5,632.2581,25.1447,3.3526,0.4861,8.0,87.5,Intermittent
569894580184,PVC WIRE COIL SINGLE CORE COPPER SIZE 7/20,54,3,51,0.1852,0.682,0.8259,4.4596,0.14,18.0,94.44,Intermittent
569900780080,FUSE terminal block with LED indication up to 2.5sq.mm screw type 1 IN 1 OUT,34,3,31,7.7941,1216.9563,34.8849,4.4758,0.8038,11.3333,91.18,Lumpy
569901140024,Siemens AFTC Receiver -I Module (F11) B33-B11,43,2,41,0.0465,0.0454,0.2131,4.5813,0.0,21.5,95.35,Intermittent
569901140036,Siemens AFTC Tuning Unit - TX (F11) D13- B27,42,1,41,0.0476,0.0952,0.3086,6.4807,0.0,42.0,97.62,Intermittent
569902250020,SAFETY POINT ALARM UNIT,5,0,5,0.0,0.0,0.0,,,,100.0,Dead
569903410020,Earthenhancement compound. The materialshould conform to the requirements of IEC 62561-7. (Digging ....,9,1,8,44.4444,17777.7778,133.3333,3.0,0.0,9.0,88.89,Intermittent
570100356570,Canon Mk-5000 Cable ID Printer along with standard accessories soft carry case black ink Ribbon (4....,24,3,21,0.7917,4.7808,2.1865,2.7619,0.0388,8.0,87.5,Intermittent
570100421847,Station mastersblock panel for Single line-SSBPAC(D)as per RDSO/SPN/175/2005 or latest along with su....,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
570100421859,Microprocessor based SSBPAC(D) for single line including wiring relay rack without Relays as per RDS....,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
570102510586,Printer HP Make,4,0,4,0.0,0.0,0.0,,,,100.0,Dead
570104790136,UPS 5KVA CAPACITY,34,2,32,0.0588,0.057,0.2388,4.0602,0.0,17.0,94.12,Intermittent
570109490283,Industrial Grade Embedded Fanless PC with all accessories,31,4,27,0.1613,0.2065,0.4544,2.8171,0.12,7.75,87.1,Intermittent
570109490386,Supply and installation of embedded PC with Dualmonitors - one of size 21.5 for SM to enter/acceptev....,15,3,12,3.6,113.9714,10.6757,2.9655,0.8416,5.0,80.0,Lumpy
570109490520,Supply and Installation of e-TSR Central server (Rack Model) with Intel Xeon Silver 4309Y processor ....,16,1,15,0.0625,0.0625,0.25,4.0,0.0,16.0,93.75,Intermittent
570131650240,laptop Intel core i5 15.6 Inch Display with Back Pack case,34,1,33,0.0294,0.0294,0.1715,5.831,0.0,34.0,97.06,Intermittent
570131650305,"Intel Core I5 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",28,2,26,0.25,1.0093,1.0046,4.0185,0.1837,14.0,92.86,Intermittent
570140712828,"Intel Core I3 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 1024 SSD,....",17,1,16,0.2353,0.9412,0.9701,4.1231,0.0,17.0,94.12,Intermittent
570140713948,HP Intel Core i7 All-in-One PC with 23.8-inch display and Windows 11 Pro,13,1,12,0.2308,0.6923,0.8321,3.6056,0.0,13.0,92.31,Intermittent
570143970026,Laptop Backpack and Antivirus,14,1,13,0.0714,0.0714,0.2673,3.7417,0.0,14.0,92.86,Intermittent
570150950426,"Intel Core I3 All in One PC with 23.8 Inch Display, Windows 11 Professional, DDR4 8GB RAM, 512 SSD, ....",24,1,23,0.2083,1.0417,1.0206,4.899,0.0,24.0,95.83,Intermittent
609004430022,Sarees Handloom TC Blue,36,1,35,2.1667,169.0,13.0,6.0,0.0,36.0,97.22,Intermittent
611600160147,Dr.Fixit Applicator Gun + Silicone Sealant (White/Clear/Black),14,6,8,14.2857,1486.0659,38.5495,2.6985,2.3264,2.3333,57.14,Lumpy
623500140951,PVC Conduit Pipe 25mm dia (3 mtr long),54,4,50,315.7778,2490966.4025,1578.2796,4.9981,0.8902,13.5,92.59,Lumpy
623500980059,DWC Pipe [Inner Dia 103.5mm & Outer Dia-120mm] WITH COUPLER FOR EVERY 6 MTRS,54,27,27,160.7037,150902.2124,388.4613,2.4173,2.3675,2.0,50.0,Lumpy
655701031889,Box type precision insulated Track gauge cum level (BG),43,6,37,0.8372,9.5205,3.0855,3.6855,0.9907,7.1667,86.05,Lumpy
657905100024,BIS listed semi automatic stainless steel preventive device with UL Approved clean gas with auto man....,1,0,1,0.0,0.0,0.0,,,,100.0,Dead
67900185,LEAD ACID STORAGE BATTERY FOR MOTOR VEHICLES 11 PLATES DRY UNCHARGED 12 VOLTS/75 AH CAPACITY AT 20 H....,53,3,50,0.1132,0.3331,0.5771,5.0981,0.5,17.6667,94.34,Lumpy
71080326,BROOMS COCOA WELL CLEANED & DRIED FROM THE STEMS OF COCONUT LEAVES 20cms CIRCUMFERENCE AT ABOUT 10cm....,50,2,48,0.3,2.4592,1.5682,5.2273,0.1111,25.0,96.0,Intermittent
71080545,"STREET BROOMS (Malar), PADAL MADE WITH BROOMSTICKS 68 cms to 70cms LONG WITH  THICK END  AT THE BOTT....",50,2,48,0.3,2.4592,1.5682,5.2273,0.1111,25.0,96.0,Intermittent
72081181,"DRILL TWIST  H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",54,4,50,7.4074,849.7554,29.1506,3.9353,0.2,13.5,92.59,Intermittent
721339354568,4 Pin Key with 3/8 Reversible Ratchet Handle,14,11,3,10.3571,145.9396,12.0805,1.1664,0.7783,1.2727,21.43,Erratic
721437670023,Wrench Type Socket for Multi Point Truncated Conical Safety Nut Assembly,14,11,3,10.3571,145.9396,12.0805,1.1664,0.7783,1.2727,21.43,Erratic
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",51,39,12,98.451,15452.1725,124.3068,1.2626,0.9599,1.3077,23.53,Erratic
722434810027,Rail Drilling Machine with stand 230VAC/ 50HZ,51,5,46,0.1373,0.2008,0.4481,3.2647,0.1224,10.2,90.2,Intermittent
725804740114,Single Piece Spring Inserted Reusable Seize nut of size (Size M-12) Lock Nut M-012 Specifications: M....,16,1,15,25.0,10000.0,100.0,4.0,0.0,16.0,93.75,Intermittent
725804740126,Single Piece Spring Inserted Reusable Seize nut of size (Size M-14) Lock Nut M-014 Specifications: M....,15,1,14,26.6667,10666.6667,103.2796,3.873,0.0,15.0,93.33,Intermittent
725804740138,Single Piece Spring Inserted Reusable Seize nut of size (Size M-16) Lock Nut M-016 Specifications: M....,15,1,14,30.0,13500.0,116.1895,3.873,0.0,15.0,93.33,Intermittent
726001400138,NEPTUNE HANDHELD BRUSH CUTTER / LINE TRIMMER,42,1,41,0.0952,0.381,0.6172,6.4807,0.0,42.0,97.62,Intermittent
726001400205,HANDHELD BRUSH CUTTER / LINE TRIMMER,37,5,32,0.5135,5.3679,2.3169,4.5118,1.8116,7.4,86.49,Lumpy
727901719596,ELECTRICAL DRILLING MACHINE 110V/550W 13 MM SPEED DRILL,53,4,49,0.1132,0.1792,0.4234,3.7398,0.1111,13.25,92.45,Intermittent
727925380052,INFRARED THERMAL IMAGINE CAMERA AS PER RDSO SPEC TI/SPC/OHE/TIPS/1031(10/2013),30,1,29,0.0333,0.0333,0.1826,5.4772,0.0,30.0,96.67,Intermittent
752082580126,Pallets (Recyclable Dummy),17,1,16,1.7647,52.9412,7.2761,4.1231,0.0,17.0,94.12,Intermittent
77035136,"PAINT READY MIXED OLIVE GREEN"" ISC-220 OF IS: 5/2007 BRUSHING, FINISHING, SEMI GLOSS FOR GENERAL PUR....",41,1,40,0.4878,9.7561,3.1235,6.4031,0.0,41.0,97.56,Intermittent
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO  RDSO SPEC....",53,3,50,2.6415,123.6575,11.1201,4.2098,0.0408,17.6667,94.34,Intermittent
77091607,PAINT READY MIXED BRUSHING FINISHING EXTERIOR SEMI GLOSS FOR GENERAL PURPOSE BLACK TO IS. 13607-92 I....,53,1,52,0.3774,7.5472,2.7472,7.2801,0.0,53.0,98.11,Intermittent
77093306,PAINT ALUMINIUM FOR GENERAL PURPOSE IN DUAL CONTAINER TO IS:2339/1963 (reaffirmed 2009) Amdt. No.4 o....,50,3,47,2.4,141.0612,11.8769,4.9487,0.5,16.6667,94.0,Lumpy
77110304,"READY MIXED PAINT, BRUSHING BITUMINOUS BLACK LEAD FREE , ACID, ALKALI, WATER AND CHLORINE RESISTING ....",41,1,40,0.4878,9.7561,3.1235,6.4031,0.0,41.0,97.56,Intermittent
